,ID,Site,Gender,Age,ZipCode_Perm,Marital,Num_of_Children,Attending_4year,Highest_Education,Mom_Education,Dad_Education,Employment,Gross,Religion,Religiosity,Racial_Comp_Comm,Racial_Comp_Peers,MA1,MA2,MA3,MA4,MA5,MA6,MA7,MA8,MA9,MA10,MA11,MA12,MA13,MA14,MA15,MA16,MA17,MA18,MA19,MA20,MA21,MA22,MA23,MA24,MA25,MA26,MA27,MA28,MA29,MA30,MA31,MA32,MA33,MA34,MA35,MA36,MA37,MA38,MA39,MA40,MA41,MA42,MA43,MA44,MA45,MA46,MA47,MA49,SAIBA1,SAIBA2,SAIBA3,SAIBA4,SAIBA5_R,SAIBA6,SAIBA7,SAIBA8,SAIBA9,SAIBA10,SAIBA11,SAIBA12,SAIBA13,SAIBA14_R,SAIBA15_R,SAIBA16,SAIBA17_R,SAIBA18_R,SAIBA19_R,SAIBA20_R,SAIBA21,SAIBA22,MIBI1,MIBI2,MIBI3,MIBI4,MIBI5,MIBI6,MIBI7,MIBI8,MIBI9,MIBI10,MIBI11,MIBI12,MIBI13,MIBI14,MIBI15,MIBI16,MIBI17,MIBI18,MIBI19,MIBI20,MIBI21,MIBI22,MIBI23,MIBI24,MIBI25,MIBI26,MIBI27,MIBI28,MIBI29,MIBI30,MIBI31,MIBI32,MIBI33,MIBI34,MIBI35,MIBI36,MIBI37,MIBI38,MIBI39,MIBI40,MIBI41,MIBI42,MIBI43,MIBI44,MIBI45,MIBI46,MIBI47,MIBI48,MIBI49,MIBI50,MIBI51,MIBI52,MIBI53,MIBI54,MIBI55,MIBI56,IRRS1,IRRS2,IRRS3,IRRS4,IRRS5,IRRS6,IRRS7,IRRS8,IRRS9,IRRS10,IRRS11,IRRS12,IRRS13,IRRS14,IRRS15,IRRS16,IRRS17,IRRS18,IRRS19,IRRS20,IRRS21,IRRS22,MEIM1,MEIM2,MEIM3,MEIM4,MEIM5,MEIM6,MEIM7,MEIM8,MEIM9,MEIM10,MEIM11,MEIM12,MEIM13,MEIM14,MEIM15,MIBI1_R,MIBI13_R,MIBI17_R,MIBI24_R,MIBI51_R,MIBI52_R,SoB,CENT,PRIV,PUBL,ASML,HUMN,NATN,OPMN,ISTR,INDR,CLTR,Z_SoB,Z_ASML,Z_HUMN,Z_NATN,Z_OPMN,Cluster,cluster
172,173,1.0,2,20,60104.0,1,0,1,4,4.0,2.0,1,2.0,1.0,2.0,2.0,3.0,1.0,1,1,4,4,1,3,2.0,1,1.0,1,1,1,1.0,4.0,3,1,4,1.0,2,1,2.0,4.0,1.0,1.0,1.0,1.0,4,4.0,4.0,1.0,1.0,1,1,3,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,5,5,5.0,5.0,1.0,5,5.0,5.0,5,5.0,5,5,5,5.0,5,3.0,5,3.0,5.0,5.0,5,5.0,7,7,1.0,7.0,3,5,7.0,7,6,7,4,4.0,3,2.0,3,6.0,6.0,7.0,7.0,7.0,7.0,1.0,7.0,1.0,1.0,7.0,3.0,6.0,4,5.0,7.0,7,7,7.0,7.0,7,4,4.0,4.0,5.0,7.0,4.0,7.0,5.0,7.0,6.0,6.0,6.0,5.0,7.0,4.0,5.0,3.0,7.0,7,4.0,3.0,4.0,0.0,0.0,0.0,0.0,4.0,0,4,4.0,4,0,0,4,0,4,0,0,4,4,4,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2,2,1,5,2.0,7.0,4.0,3.0,4.14285714285714,5.125,7.0,3.0,5.77777777777778,5.88888888888889,3.66666666666667,6.0,12,24,11,-0.0465350400670601,0.730183740720297,0.532066856244154,0.243157744929274,1.14516381113249,2,2
173,174,2.0,2,18,60430.0,1,0,1,2,5.0,5.0,4,5.0,9.0,3.0,2.0,2.0,1.0,1,2,4,4,1,1,1.0,1,4.0,1,2,4,2.0,4.0,2,2,4,1.0,1,2,1.0,1.0,1.0,1.0,1.0,1.0,3,3.0,3.0,3.0,3.0,4,1,3,4.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2,4,4.0,4.0,4.0,2,3.0,4.0,4,4.0,4,1,2,5.0,5,2.0,5,4.0,5.0,5.0,4,4.0,5,3,1.0,3.0,1,2,5.0,7,1,5,1,1.0,1,1.0,5,5.0,4.0,7.0,4.0,1.0,7.0,5.0,3.0,1.0,1.0,7.0,6.0,4.0,5,4.0,7.0,6,3,5.0,7.0,7,3,1.0,7.0,7.0,4.0,2.0,7.0,6.0,7.0,5.0,3.0,3.0,3.0,6.0,4.0,3.0,3.0,6.0,3,2.0,3.0,2.0,4.0,0.0,4.0,2.0,4.0,0,4,4.0,4,4,4,4,4,4,3,3,0,4,4,0.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,2,2,3,7,4.0,7.0,4.0,5.0,4.71428571428571,3.375,5.16666666666667,3.33333333333333,5.66666666666667,5.44444444444444,2.77777777777778,3.88888888888889,8,22,35,0.789270777607979,0.578654899193385,-0.0092033665058191,-0.818990535257732,-1.11247449527325,1,1
174,175,2.0,2,20,60202.0,1,0,1,4,5.0,3.0,1,1.0,10.0,3.0,3.0,2.0,1.0,1,1,1,2,2,2,3.0,3,2.0,2,4,4,4.0,4.0,1,1,4,1.0,3,3,2.0,3.0,3.0,2.0,3.0,2.0,4,4.0,4.0,2.0,2.0,2,1,3,4.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3,4,4.0,4.0,5.0,2,3.0,4.0,3,5.0,5,1,2,5.0,5,3.0,5,3.0,4.0,4.0,4,4.0,2,5,4.0,6.0,3,6,7.0,6,3,6,4,2.0,1,1.0,3,5.0,6.0,5.0,6.0,7.0,7.0,5.0,4.0,1.0,3.0,7.0,7.0,5.0,2,5.0,7.0,7,6,4.0,6.0,7,2,4.0,5.0,5.0,5.0,6.0,5.0,1.0,5.0,6.0,2.0,6.0,2.0,7.0,2.0,5.0,2.0,7.0,7,3.0,4.0,3.0,4.0,0.0,4.0,4.0,0.0,0,4,4.0,4,4,0,0,4,4,4,4,0,4,4,0.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2,2,6,7,2.0,7.0,6.0,3.0,4.42857142857143,5.75,6.66666666666667,2.66666666666667,4.44444444444444,5.55555555555556,4.0,4.88888888888889,4,15,40,0.371367868770459,-1.08816235760265,0.126114189181674,0.641463349999402,-0.0430668764494767,0,0
175,176,2.0,2,20,60411.0,1,0,1,2,4.0,3.0,4,1.0,6.0,3.0,3.0,2.0,1.0,1,1,2,3,1,1,1.0,1,1.0,1,1,3,1.0,3.0,1,1,1,1.0,1,1,1.0,1.0,2.0,2.0,1.0,1.0,3,1.0,1.0,1.0,2.0,2,1,1,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,1,5,1.0,5.0,5.0,5,3.0,5.0,4,5.0,5,5,1,3.0,1,4.0,5,4.0,5.0,5.0,5,3.0,1,7,1.0,5.0,1,7,7.0,7,5,7,2,1.0,1,4.0,1,4.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,1.0,4.0,7.0,7.0,7.0,7,7.0,7.0,7,7,7.0,7.0,7,5,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,4.0,1.0,7.0,1.0,7.0,7,1.0,3.0,4.0,4.0,0.0,3.0,4.0,4.0,0,4,0.0,3,2,0,4,2,2,0,4,2,0,4,0.0,2.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,2,2,7,7,1.0,7.0,7.0,1.0,4.0,6.75,6.66666666666667,1.0,6.33333333333333,7.0,3.44444444444444,6.66666666666667,2,23,24,-0.25548649448582,1.48782794835486,1.88524241311909,-0.0223793251174769,1.85810222368168,2,2
176,177,2.0,2,18,60110.0,1,0,1,2,4.0,3.0,4,5.0,6.0,3.0,3.0,1.0,1.0,2,1,4,4,2,3,4.0,2,2.0,3,2,4,2.0,3.0,2,1,4,2.0,2,3,3.0,3.0,3.0,3.0,2.0,2.0,4,4.0,2.0,1.0,1.0,3,1,2,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,4,2,4.0,2.0,4.0,2,3.0,2.0,3,5.0,2,2,2,3.0,5,2.0,2,3.0,4.0,3.0,3,3.0,6,2,1.0,5.0,4,5,4.0,5,2,4,4,1.0,2,1.0,6,1.0,5.0,5.0,3.0,4.0,5.0,1.0,5.0,3.0,2.0,7.0,6.0,6.0,5,5.0,6.0,6,5,5.0,6.0,4,3,4.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,3.0,4.0,6.0,4.0,5.0,5.0,4.0,5.0,7.0,6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,0,0,0,0,0,0,0,0,0,1,0,0.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,2,3,2,6,3.0,5.0,3.0,4.0,3.42857142857143,4.0,5.33333333333333,4.5,4.77777777777778,5.77777777777778,2.0,4.44444444444444,0,4,1,-1.09129231216086,-0.633575833021916,0.39674930055666,-1.74837028042136,-0.518359151482265,1,1
177,178,2.0,2,18,60643.0,1,0,1,4,5.0,1.0,4,3.0,6.0,5.0,2.0,3.0,1.0,1,2,3,4,2,2,4.0,2,3.0,4,4,4,3.0,3.0,1,1,4,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,4,1.0,1.0,1.0,1.0,2,1,1,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,1,5,1.0,2.0,5.0,4,2.0,2.0,1,3.0,4,2,1,5.0,5,3.0,5,5.0,3.0,4.0,3,3.0,7,7,1.0,6.0,2,6,7.0,7,1,6,1,1.0,2,4.0,3,7.0,6.0,6.0,6.0,5.0,7.0,1.0,7.0,1.0,1.0,7.0,7.0,1.0,2,2.0,7.0,7,6,5.0,7.0,7,6,4.0,4.0,5.0,6.0,5.0,7.0,3.0,5.0,5.0,4.0,6.0,4.0,5.0,6.0,5.0,2.0,7.0,7,5.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,4,1,0.0,4,4,0,0,4,4,3,0,0,3,3,0.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,7,7,1,6,2.0,7.0,2.0,3.0,4.57142857142857,4.25,6.83333333333333,2.83333333333333,5.33333333333333,5.22222222222222,3.33333333333333,4.88888888888889,8,15,30,0.580319323189218,0.124068374612647,-0.279838477880806,-0.155147860140853,-0.0430668764494767,1,1
178,179,1.0,2,19,60083.0,1,0,1,4,5.0,4.0,1,1.0,10.0,4.0,1.0,3.0,1.0,1,2,4,4,2,4,4.0,1,4.0,4,3,4,,4.0,3,3,4,1.0,3,4,1.0,1.0,1.0,1.0,1.0,1.0,4,4.0,4.0,3.0,3.0,3,1,3,4.0,,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,2,4,2.0,4.0,2.0,4,2.0,3.0,5,2.0,3,3,2,5.0,5,1.0,5,1.0,4.0,4.0,5,5.0,3,5,1.0,6.0,1,5,7.0,6,1,7,1,4.0,4,2.0,1,5.0,7.0,4.0,4.0,7.0,7.0,,7.0,1.0,3.0,7.0,4.0,4.0,4,6.0,7.0,7,4,5.0,6.0,6,4,6.0,6.0,5.0,5.0,4.0,6.0,4.0,6.0,5.0,7.0,4.0,4.0,7.0,2.0,7.0,1.0,7.0,5,2.0,3.0,1.0,2.0,2.0,4.0,4.0,3.0,1,3,0.0,3,3,0,3,4,4,3,0,0,4,2,0.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,2,2,5,4,1.0,7.0,6.0,1.0,3.71428571428571,4.125,6.33333333333333,1.16666666666667,5.11111111111111,5.77777777777778,3.5,5.77777777777778,3,15,31,-0.67338940332334,-0.178989308441179,0.39674930055666,0.0440049423942108,0.907517673616099,2,2
179,180,3.0,2,20,60472.0,1,0,1,4,3.0,3.0,1,5.0,6.0,4.0,2.0,2.0,1.0,1,2,2,3,2,3,4.0,4,4.0,4,4,4,3.0,4.0,2,2,4,2.0,4,4,1.0,1.0,1.0,1.0,3.0,3.0,3,4.0,4.0,2.0,3.0,4,1,3,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4,4,2.0,4.0,5.0,5,3.0,5.0,5,5.0,5,5,3,3.0,3,2.0,4,5.0,5.0,5.0,5,4.0,2,5,1.0,5.0,3,6,5.0,7,2,7,1,1.0,5,3.0,2,6.0,6.0,7.0,6.0,7.0,7.0,2.0,4.0,2.0,1.0,7.0,7.0,7.0,7,7.0,7.0,7,6,6.0,7.0,7,7,7.0,7.0,7.0,7.0,6.0,7.0,5.0,7.0,6.0,7.0,5.0,7.0,6.0,7.0,2.0,3.0,5.0,6,2.0,4.0,2.0,0.0,0.0,3.0,4.0,4.0,0,4,4.0,4,4,0,4,4,3,4,3,0,4,0,0.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2,2,6,3,2.0,6.0,1.0,6.0,4.28571428571429,4.375,5.66666666666667,3.0,6.66666666666667,6.66666666666667,3.0,6.66666666666667,4,18,33,0.162416414351699,1.9424144729356,1.47928974605661,-0.55345346521098,1.85810222368168,2,2
180,181,3.0,2,19,23116.0,1,0,1,4,6.0,6.0,4,5.0,6.0,4.0,1.0,2.0,1.0,1,2,4,3,3,3,3.0,3,4.0,4,2,4,3.0,4.0,3,3,4,1.0,4,4,2.0,2.0,2.0,2.0,2.0,2.0,4,3.0,3.0,3.0,3.0,4,1,2,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1,5,5.0,5.0,5.0,4,5.0,3.0,4,4.0,5,2,3,5.0,5,3.0,4,3.0,5.0,5.0,3,3.0,2,6,5.0,5.0,1,6,7.0,7,6,5,4,4.0,1,5.0,2,6.0,5.0,4.0,6.0,7.0,5.0,7.0,4.0,1.0,3.0,5.0,2.0,3.0,1,2.0,7.0,6,6,2.0,7.0,5,5,5.0,5.0,5.0,5.0,5.0,6.0,3.0,5.0,5.0,4.0,6.0,5.0,5.0,2.0,3.0,2.0,7.0,7,4.0,4.0,4.0,4.0,0.0,4.0,4.0,2.0,0,4,4.0,3,4,0,0,3,4,4,4,0,0,4,0.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,2,2,6,7,3.0,7.0,6.0,5.0,4.57142857142857,6.125,6.66666666666667,2.83333333333333,4.77777777777778,4.11111111111111,5.0,4.77777777777778,4,17,35,0.580319323189218,-0.633575833021916,-1.63301403475574,1.83638016520978,-0.161889945207674,0,0
181,182,2.0,2,19,60628.0,1,0,1,4,4.0,1.0,4,3.0,6.0,3.0,2.0,2.0,1.0,1,1,2,3,1,2,3.0,2,4.0,2,2,4,1.0,4.0,3,3,2,1.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,1.0,1.0,1.0,1.0,1,1,2,4.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4,3,5.0,4.0,4.0,4,3.0,4.0,2,4.0,4,4,4,5.0,4,3.0,4,4.0,4.0,4.0,4,4.0,2,5,2.0,7.0,2,7,7.0,7,3,3,1,2.0,2,2.0,3,5.0,5.0,5.0,5.0,5.0,7.0,6.0,5.0,1.0,3.0,5.0,4.0,4.0,5,4.0,7.0,4,4,4.0,6.0,5,5,4.0,6.0,6.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,7.0,4.0,5.0,6.0,4.0,2.0,7.0,7,4.0,2.0,2.0,2.0,0.0,2.0,2.0,4.0,0,2,0.0,3,2,0,4,3,3,2,4,0,3,0,0.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2,2,6,6,3.0,7.0,2.0,4.0,4.14285714285714,5.0,7.0,3.0,4.44444444444444,4.88888888888889,3.66666666666667,4.33333333333333,0,15,25,-0.0465350400670601,-1.08816235760265,-0.685791144943286,0.243157744929274,-0.637182220240463,0,0
182,183,2.0,2,18,60647.0,1,0,1,2,2.0,2.0,1,2.0,6.0,4.0,3.0,3.0,2.0,1,3,3,2,1,1,4.0,4,4.0,3,3,4,4.0,4.0,4,3,4,3.0,4,4,1.0,1.0,1.0,1.0,2.0,2.0,4,4.0,4.0,3.0,3.0,3,1,4,4.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,3.0,5,4,4.0,3.0,3.0,4,4.0,4.0,4,4.0,4,2,4,4.0,5,2.0,4,1.0,4.0,4.0,4,3.0,3,5,2.0,5.0,2,2,7.0,6,2,6,2,1.0,3,1.0,3,4.0,5.0,3.0,5.0,6.0,5.0,4.0,2.0,1.0,2.0,6.0,2.0,6.0,6,6.0,6.0,4,4,5.0,3.0,6,2,2.0,6.0,6.0,6.0,5.0,6.0,4.0,5.0,3.0,6.0,5.0,5.0,5.0,2.0,5.0,3.0,7.0,7,4.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0,2,3.0,2,3,0,0,3,0,2,0,0,2,3,0.0,2.0,1.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,7,7,5,5,3.0,7.0,6.0,3.0,3.57142857142857,4.25,6.5,3.0,4.66666666666667,4.55555555555556,2.88888888888889,5.0,3,8,13,-0.882340857742099,-0.785104674548828,-1.09174381200577,-0.686222000234356,0.0757561923087199,0,0
183,184,2.0,1,20,60443.0,1,0,1,4,6.0,6.0,4,5.0,10.0,2.0,3.0,3.0,1.0,3,2,4,4,3,4,3.0,4,4.0,1,3,3,3.0,4.0,1,1,4,1.0,3,3,1.0,1.0,1.0,1.0,2.0,1.0,3,1.0,1.0,1.0,1.0,3,1,1,4.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,3.0,5,5,4.0,3.0,4.0,4,5.0,4.0,4,5.0,5,3,4,3.0,5,3.0,3,4.0,4.0,4.0,4,4.0,7,6,1.0,6.0,5,7,7.0,6,5,6,5,1.0,5,4.0,5,4.0,4.0,6.0,6.0,5.0,7.0,4.0,2.0,1.0,3.0,7.0,5.0,4.0,4,6.0,5.0,6,6,6.0,6.0,6,4,4.0,7.0,6.0,4.0,6.0,7.0,5.0,5.0,6.0,4.0,7.0,5.0,3.0,5.0,4.0,5.0,7.0,7,5.0,3.0,1.0,4.0,0.0,1.0,0.0,0.0,0,0,0.0,0,1,2,0,2,3,3,2,0,2,0,0.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,2,2,1,3,4.0,7.0,3.0,4.0,3.85714285714286,4.75,6.66666666666667,4.66666666666667,5.66666666666667,5.0,3.88888888888889,4.88888888888889,2,1,21,-0.46443794890458,0.578654899193385,-0.550473589255793,0.508694814976026,-0.0430668764494767,0,0
184,185,1.0,2,21,60443.0,1,0,1,4,4.0,2.0,4,1.0,6.0,2.0,2.0,2.0,1.0,1,1,3,3,1,1,3.0,2,2.0,3,3,2,1.0,4.0,1,2,1,1.0,2,2,1.0,1.0,1.0,1.0,1.0,3.0,4,2.0,2.0,1.0,1.0,1,1,1,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,3,4,4.0,4.0,2.0,5,3.0,4.0,3,4.0,5,3,4,5.0,4,2.0,4,3.0,2.0,5.0,4,4.0,5,6,1.0,5.0,3,5,5.0,7,5,6,3,3.0,3,3.0,3,5.0,5.0,7.0,5.0,6.0,7.0,1.0,6.0,1.0,1.0,7.0,4.0,4.0,5,5.0,7.0,7,5,5.0,7.0,7,4,4.0,7.0,7.0,7.0,5.0,5.0,7.0,5.0,7.0,5.0,5.0,5.0,7.0,3.0,5.0,3.0,6.0,6,3.0,4.0,0.0,4.0,4.0,0.0,3.0,0.0,0,0,0.0,3,4,0,0,4,4,4,4,2,4,3,0.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,6.0,2,6,3,5,3.0,7.0,5.0,3.0,3.57142857142857,4.75,6.0,3.0,6.33333333333333,5.77777777777778,3.33333333333333,5.44444444444444,6,6,35,-0.882340857742099,1.48782794835486,0.39674930055666,-0.155147860140853,0.551048467341508,2,2
185,186,2.0,2,19,60623.0,1,0,1,4,1.0,1.0,4,1.0,7.0,5.0,1.0,2.0,1.0,1,1,4,4,1,4,3.0,1,3.0,4,3,4,3.0,4.0,1,1,4,1.0,2,4,1.0,1.0,2.0,1.0,1.0,1.0,4,1.0,1.0,4.0,4.0,4,1,2,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,5,5,5.0,2.0,5.0,5,5.0,5.0,5,5.0,5,1,1,3.0,5,1.0,3,1.0,5.0,3.0,3,3.0,7,4,1.0,4.0,1,7,7.0,7,4,7,1,1.0,7,4.0,4,4.0,7.0,4.0,4.0,1.0,7.0,7.0,7.0,1.0,4.0,7.0,2.0,7.0,7,7.0,7.0,7,3,2.0,7.0,4,4,1.0,7.0,7.0,7.0,1.0,7.0,4.0,5.0,7.0,4.0,7.0,4.0,5.0,7.0,4.0,2.0,7.0,7,7.0,4.0,0.0,4.0,0.0,4.0,1.0,0.0,0,0,0.0,2,0,0,0,0,4,4,2,0,0,0,0.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,2.0,2,2,1,1,1.0,7.0,1.0,4.0,3.57142857142857,3.5,6.5,3.16666666666667,6.0,6.44444444444444,3.66666666666667,3.0,0,2,23,-0.882340857742099,1.03324142377412,1.20865463468162,0.243157744929274,-2.06305904533883,1,1
186,187,2.0,2,19,60617.0,1,0,1,2,4.0,2.0,4,2.0,6.0,3.0,2.0,2.0,1.0,1,1,4,4,1,3,3.0,3,2.0,4,4,4,4.0,4.0,4,4,4,1.0,4,4,2.0,2.0,2.0,2.0,2.0,2.0,4,4.0,2.0,2.0,2.0,4,1,4,4.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,5,4,5.0,2.0,5.0,4,5.0,2.0,3,3.0,4,1,1,5.0,5,3.0,5,3.0,5.0,4.0,4,3.0,7,4,1.0,7.0,3,6,6.0,7,1,4,1,1.0,6,1.0,3,4.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,1.0,1.0,7.0,6.0,6.0,5,6.0,7.0,7,5,4.0,7.0,5,2,1.0,4.0,5.0,5.0,4.0,7.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,7.0,7,3.0,4.0,3.0,4.0,0.0,3.0,3.0,0.0,0,3,0.0,1,0,0,0,4,4,4,3,0,2,3,0.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,2,2,1,2,3.0,7.0,3.0,3.0,4.57142857142857,3.375,6.83333333333333,2.83333333333333,4.11111111111111,6.11111111111111,2.22222222222222,3.77777777777778,0,10,31,0.580319323189218,-1.54274888218339,0.80270196761914,-1.48283321037461,-1.23129756403145,1,1
187,188,1.0,2,19,60620.0,1,0,1,4,5.0,2.0,1,3.0,10.0,3.0,2.0,2.0,1.0,1,3,4,4,2,1,4.0,4,4.0,3,2,4,3.0,4.0,4,4,3,1.0,3,1,,1.0,2.0,,2.0,,4,4.0,,,3.0,1,1,2,4.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,,4.0,3.0,3,4,4.0,3.0,5.0,5,3.0,4.0,4,3.0,4,3,3,5.0,3,3.0,4,3.0,5.0,5.0,4,3.0,4,5,1.0,4.0,2,5,7.0,7,1,7,3,1.0,4,1.0,4,5.0,4.0,4.0,4.0,5.0,7.0,1.0,7.0,1.0,2.0,7.0,7.0,4.0,4,4.0,7.0,7,4,6.0,7.0,4,5,4.0,4.0,5.0,6.0,5.0,7.0,4.0,7.0,3.0,4.0,7.0,4.0,4.0,4.0,3.0,4.0,7.0,4,4.0,4.0,0.0,4.0,0.0,4.0,4.0,0.0,0,0,0.0,2,0,0,0,2,0,4,0,0,4,0,0.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2,2,4,4,4.0,7.0,4.0,5.0,4.28571428571429,4.125,6.0,3.83333333333333,5.0,6.0,2.88888888888889,4.77777777777778,0,2,26,0.162416414351699,-0.330518149968091,0.667384411931647,-0.686222000234356,-0.161889945207674,1,1
188,189,1.0,2,29,61821.0,2,3,1,4,4.0,2.0,4,1.0,9.0,4.0,2.0,2.0,1.0,1,3,3,4,2,4,4.0,4,3.0,2,2,4,1.0,2.0,1,3,4,1.0,2,2,1.0,4.0,3.0,3.0,1.0,1.0,4,4.0,4.0,3.0,3.0,1,1,4,4.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,5,5,5.0,5.0,5.0,5,5.0,5.0,5,5.0,5,4,5,5.0,5,4.0,5,2.0,5.0,5.0,4,5.0,1,7,2.0,7.0,5,7,7.0,7,7,5,5,3.0,1,2.0,5,7.0,6.0,1.0,7.0,7.0,7.0,2.0,7.0,1.0,2.0,7.0,7.0,1.0,3,2.0,7.0,5,6,6.0,7.0,7,3,5.0,6.0,6.0,7.0,6.0,7.0,1.0,5.0,7.0,5.0,7.0,5.0,7.0,7.0,5.0,5.0,7.0,7,5.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,0,4,0.0,4,4,0,4,0,4,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2,2,7,7,2.0,7.0,1.0,3.0,4.57142857142857,6.125,7.0,4.16666666666667,4.77777777777778,5.11111111111111,4.11111111111111,5.88888888888889,8,24,36,0.580319323189218,-0.633575833021916,-0.4151560335683,0.774231885022777,1.0263407423743,2,2
189,190,1.0,1,21,60619.0,1,0,1,4,3.0,2.0,1,4.0,2.0,3.0,2.0,3.0,1.0,1,1,4,4,3,3,2.0,1,1.0,2,2,4,1.0,2.0,1,1,2,1.0,2,3,1.0,1.0,1.0,1.0,1.0,1.0,3,2.0,2.0,1.0,1.0,2,2,2,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,2,4,3.0,5.0,2.0,4,4.0,4.0,3,4.0,3,2,3,4.0,5,3.0,4,4.0,4.0,3.0,3,2.0,6,6,3.0,4.0,3,6,5.0,7,5,4,4,5.0,3,3.0,5,6.0,6.0,5.0,5.0,6.0,4.0,4.0,4.0,2.0,3.0,7.0,7.0,4.0,6,5.0,6.0,6,3,5.0,5.0,5,5,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3,4,3.0,2,4,3,3,3,3,3,4,2,3,3,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2,2,2,5,2.0,6.0,3.0,3.0,3.71428571428571,4.25,5.16666666666667,3.83333333333333,4.44444444444444,5.55555555555556,4.22222222222222,4.66666666666667,17,18,32,-0.67338940332334,-1.08816235760265,0.126114189181674,0.907000420046153,-0.280713013965871,0,0
