,ID,Site,Gender,Age,ZipCode_Perm,Marital,Num_of_Children,Attending_4year,Highest_Education,Mom_Education,Dad_Education,Employment,Gross,Religion,Religiosity,Racial_Comp_Comm,Racial_Comp_Peers,MA1,MA2,MA3,MA4,MA5,MA6,MA7,MA8,MA9,MA10,MA11,MA12,MA13,MA14,MA15,MA16,MA17,MA18,MA19,MA20,MA21,MA22,MA23,MA24,MA25,MA26,MA27,MA28,MA29,MA30,MA31,MA32,MA33,MA34,MA35,MA36,MA37,MA38,MA39,MA40,MA41,MA42,MA43,MA44,MA45,MA46,MA47,MA49,SAIBA1,SAIBA2,SAIBA3,SAIBA4,SAIBA5_R,SAIBA6,SAIBA7,SAIBA8,SAIBA9,SAIBA10,SAIBA11,SAIBA12,SAIBA13,SAIBA14_R,SAIBA15_R,SAIBA16,SAIBA17_R,SAIBA18_R,SAIBA19_R,SAIBA20_R,SAIBA21,SAIBA22,MIBI1,MIBI2,MIBI3,MIBI4,MIBI5,MIBI6,MIBI7,MIBI8,MIBI9,MIBI10,MIBI11,MIBI12,MIBI13,MIBI14,MIBI15,MIBI16,MIBI17,MIBI18,MIBI19,MIBI20,MIBI21,MIBI22,MIBI23,MIBI24,MIBI25,MIBI26,MIBI27,MIBI28,MIBI29,MIBI30,MIBI31,MIBI32,MIBI33,MIBI34,MIBI35,MIBI36,MIBI37,MIBI38,MIBI39,MIBI40,MIBI41,MIBI42,MIBI43,MIBI44,MIBI45,MIBI46,MIBI47,MIBI48,MIBI49,MIBI50,MIBI51,MIBI52,MIBI53,MIBI54,MIBI55,MIBI56,IRRS1,IRRS2,IRRS3,IRRS4,IRRS5,IRRS6,IRRS7,IRRS8,IRRS9,IRRS10,IRRS11,IRRS12,IRRS13,IRRS14,IRRS15,IRRS16,IRRS17,IRRS18,IRRS19,IRRS20,IRRS21,IRRS22,MEIM1,MEIM2,MEIM3,MEIM4,MEIM5,MEIM6,MEIM7,MEIM8,MEIM9,MEIM10,MEIM11,MEIM12,MEIM13,MEIM14,MEIM15,MIBI1_R,MIBI13_R,MIBI17_R,MIBI24_R,MIBI51_R,MIBI52_R,SoB,CENT,PRIV,PUBL,ASML,HUMN,NATN,OPMN,ISTR,INDR,CLTR,Z_SoB,Z_ASML,Z_HUMN,Z_NATN,Z_OPMN,Cluster,cluster
55,56,3.0,1,20,60628.0,1,0,1,4,6.0,7.0,1,4.0,2.0,1.0,2.0,3.0,1.0,1,1,4,2,1,2,4.0,1,3.0,2,2,2,1.0,4.0,4,4,4,1.0,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,3.0,4.0,1.0,1.0,2,1,4,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,2,3,4.0,4.0,3.0,5,4.0,3.0,4,4.0,3,2,4,2.0,3,3.0,2,3.0,3.0,3.0,4,5.0,3,4,1.0,3.0,4,5,7.0,5,5,7,4,3.0,3,4.0,4,4.0,2.0,4.0,4.0,5.0,5.0,4.0,7.0,1.0,3.0,7.0,2.0,7.0,4,6.0,6.0,6,4,5.0,7.0,5,5,4.0,7.0,5.0,7.0,6.0,6.0,4.0,5.0,5.0,5.0,6.0,6.0,3.0,6.0,6.0,5.0,7.0,5,5.0,3.0,4.0,2.0,2.0,0.0,1.0,4.0,4,4,0.0,4,0,4,4,4,0,0,0,0,3,4,0.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2,2,5,5,6.0,7.0,2.0,2.0,2.71428571428571,4.5,5.66666666666667,4.33333333333333,5.55555555555556,5.77777777777778,3.55555555555556,4.88888888888889,10,24,13,-2.13604958425466,0.427126057666472,0.39674930055666,0.110389209905898,-0.0430668764494767,1,1
56,57,2.0,2,18,60628.0,1,0,1,4,5.0,2.0,4,3.0,2.0,2.0,2.0,2.0,1.0,1,3,4,4,1,2,3.0,3,4.0,4,4,4,4.0,3.0,2,2,3,2.0,2,3,1.0,1.0,1.0,1.0,2.0,2.0,4,4.0,4.0,3.0,3.0,4,1,4,4.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5,3,5.0,3.0,5.0,2,3.0,2.0,3,3.0,4,2,2,5.0,5,1.0,5,5.0,5.0,5.0,4,3.0,6,2,1.0,7.0,4,4,7.0,7,2,4,4,2.0,4,2.0,4,4.0,6.0,6.0,5.0,4.0,5.0,1.0,4.0,1.0,3.0,7.0,4.0,5.0,4,7.0,6.0,6,4,4.0,7.0,4,1,3.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,3.0,4.0,4.0,3.0,6.0,4.0,3.0,7.0,7,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,2,2,0,0,0,0,2,0,0,0,0,0.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2,2,2,4,2.0,7.0,2.0,4.0,5.0,3.375,7.0,3.5,4.77777777777778,5.55555555555556,2.66666666666667,4.11111111111111,0,2,9,1.2071736864455,-0.633575833021916,0.126114189181674,-0.951759070281108,-0.874828357756857,1,1
57,58,2.0,2,19,60645.0,1,0,1,4,,4.0,4,4.0,7.0,3.0,3.0,3.0,1.0,3,2,2,4,2,1,3.0,1,1.0,2,1,4,1.0,4.0,4,4,2,1.0,1,3,2.0,1.0,1.0,1.0,1.0,1.0,3,4.0,4.0,3.0,2.0,2,1,4,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,1,1,1.0,4.0,4.0,5,2.0,4.0,1,1.0,1,1,3,2.0,3,2.0,2,3.0,3.0,2.0,1,4.0,4,5,1.0,4.0,2,1,4.0,6,4,3,2,1.0,6,1.0,2,5.0,6.0,6.0,2.0,5.0,6.0,1.0,7.0,4.0,4.0,7.0,6.0,6.0,5,7.0,7.0,7,2,6.0,7.0,6,5,5.0,7.0,7.0,7.0,6.0,6.0,2.0,6.0,2.0,4.0,1.0,6.0,4.0,7.0,6.0,2.0,4.0,6,2.0,0.0,1.0,3.0,4.0,3.0,3.0,4.0,4,4,0.0,4,3,4,4,3,0,2,4,0,4,4,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2,2,4,2,2.0,4.0,1.0,2.0,2.71428571428571,2.125,4.66666666666667,2.0,5.0,6.55555555555556,2.88888888888889,5.33333333333333,15,21,25,-2.13604958425466,-0.330518149968091,1.34397219036911,-0.686222000234356,0.432225398583311,1,1
58,59,4.0,1,21,90046.0,1,0,1,4,6.0,,1,4.0,2.0,3.0,3.0,3.0,1.0,2,1,3,2,1,2,3.0,2,3.0,3,2,3,2.0,4.0,1,1,3,1.0,3,3,1.0,1.0,2.0,2.0,1.0,1.0,2,2.0,2.0,1.0,1.0,2,2,2,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,3,5,3.0,4.0,2.0,4,3.0,4.0,3,3.0,4,1,4,3.0,5,1.0,4,3.0,3.0,3.0,5,3.0,7,5,1.0,6.0,5,6,7.0,7,6,7,4,3.0,6,2.0,5,6.0,1.0,6.0,6.0,6.0,6.0,5.0,6.0,1.0,5.0,7.0,5.0,7.0,3,6.0,5.0,5,6,6.0,7.0,6,7,6.0,7.0,7.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,4.0,7.0,6,5.0,4.0,3.0,3.0,3.0,2.0,0.0,3.0,0,2,3.0,2,3,0,3,3,3,2,2,4,2,0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,2,2,1,2,7.0,7.0,2.0,2.0,3.28571428571429,4.375,6.66666666666667,4.66666666666667,6.22222222222222,5.66666666666667,4.11111111111111,5.88888888888889,10,13,24,-1.30024376657962,1.33629910682795,0.261431744869168,0.774231885022777,1.0263407423743,2,2
59,60,2.0,2,19,60623.0,1,0,1,4,3.0,3.0,1,1.0,6.0,4.0,2.0,3.0,1.0,1,1,3,1,1,1,3.0,1,2.0,2,3,3,1.0,2.0,1,1,3,2.0,3,2,2.0,2.0,2.0,2.0,2.0,2.0,4,2.0,2.0,2.0,2.0,1,1,4,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,5,5,5.0,5.0,5.0,5,5.0,1.0,1,5.0,5,1,1,5.0,5,3.0,5,5.0,5.0,5.0,5,1.0,3,6,3.0,6.0,2,6,7.0,7,3,3,1,1.0,1,2.0,1,7.0,3.0,5.0,7.0,4.0,7.0,3.0,4.0,1.0,3.0,6.0,3.0,4.0,5,7.0,6.0,4,7,6.0,6.0,6,5,6.0,4.0,7.0,6.0,4.0,5.0,1.0,6.0,7.0,7.0,6.0,7.0,5.0,3.0,5.0,2.0,7.0,6,4.0,4.0,3.0,3.0,0.0,4.0,0.0,0.0,0,2,0.0,2,2,1,1,4,4,4,3,0,2,0,0.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2,2,5,7,5.0,7.0,5.0,3.0,5.0,5.75,6.66666666666667,2.83333333333333,4.77777777777778,5.0,3.66666666666667,5.66666666666667,1,8,30,1.2071736864455,-0.633575833021916,-0.550473589255793,0.243157744929274,0.788694604857902,2,2
60,61,1.0,2,21,60643.0,1,0,1,4,2.0,2.0,1,3.0,6.0,3.0,2.0,2.0,1.0,1,3,4,4,4,3,1.0,3,2.0,3,4,4,3.0,4.0,4,4,4,1.0,3,2,1.0,2.0,1.0,2.0,2.0,1.0,4,4.0,4.0,2.0,2.0,2,1,4,4.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,5,5,5.0,5.0,5.0,5,4.0,5.0,4,5.0,5,3,5,5.0,4,3.0,5,2.0,5.0,5.0,4,5.0,4,7,2.0,7.0,1,7,7.0,5,5,1,4,6.0,5,4.0,2,7.0,6.0,1.0,7.0,5.0,7.0,1.0,5.0,1.0,3.0,7.0,7.0,1.0,2,1.0,7.0,7,7,5.0,7.0,7,5,7.0,6.0,6.0,6.0,7.0,6.0,1.0,6.0,7.0,4.0,7.0,6.0,1.0,1.0,3.0,1.0,7.0,5,1.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3,4,3.0,4,4,0,4,4,0,4,3,0,4,4,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,6,2,4,3,2.0,7.0,7.0,5.0,4.42857142857143,5.875,6.33333333333333,2.0,4.33333333333333,4.88888888888889,4.55555555555556,5.33333333333333,13,24,34,0.371367868770459,-1.23969119912957,-0.685791144943286,1.30530602511628,0.432225398583311,0,0
61,62,4.0,2,18,60473.0,1,0,1,4,3.0,3.0,4,5.0,6.0,4.0,2.0,2.0,1.0,2,1,4,4,2,3,3.0,3,4.0,2,3,3,2.0,4.0,4,4,4,1.0,2,2,1.0,1.0,1.0,1.0,1.0,1.0,4,4.0,4.0,1.0,1.0,2,1,2,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,5,5,5.0,4.0,5.0,5,5.0,5.0,4,5.0,5,2,3,5.0,5,3.0,5,5.0,5.0,5.0,5,3.0,2,7,1.0,7.0,1,7,7.0,6,4,7,3,3.0,2,1.0,2,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,1.0,4.0,7.0,2.0,6.0,4,6.0,7.0,6,7,1.0,7.0,7,4,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,2.0,7.0,5,1.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,0,4,3.0,4,3,0,4,3,0,2,3,2,4,4,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2,2,6,6,1.0,7.0,1.0,1.0,5.0,5.625,6.5,1.33333333333333,6.44444444444444,5.77777777777778,4.22222222222222,5.88888888888889,5,21,20,1.2071736864455,1.63935678988177,0.39674930055666,0.907000420046153,1.0263407423743,2,2
62,63,4.0,2,20,62234.0,1,0,1,4,5.0,3.0,1,2.0,6.0,4.0,2.0,3.0,1.0,1,2,3,3,2,1,4.0,4,4.0,2,4,4,2.0,4.0,3,3,4,1.0,2,1,1.0,1.0,1.0,1.0,1.0,1.0,4,4.0,4.0,1.0,1.0,1,1,3,4.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,3.0,5,5,5.0,5.0,5.0,2,5.0,5.0,3,5.0,5,1,3,5.0,5,3.0,5,4.0,5.0,5.0,5,5.0,1,5,1.0,7.0,5,7,7.0,7,4,5,4,2.0,2,3.0,5,7.0,4.0,6.0,6.0,7.0,7.0,2.0,1.0,1.0,3.0,7.0,4.0,6.0,6,3.0,7.0,7,7,7.0,7.0,7,5,5.0,7.0,6.0,6.0,7.0,7.0,4.0,7.0,5.0,4.0,7.0,7.0,6.0,1.0,3.0,4.0,7.0,7,4.0,4.0,2.0,3.0,3.0,2.0,3.0,0.0,2,4,4.0,4,3,0,0,4,2,4,4,0,4,4,0.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2,2,7,6,4.0,7.0,7.0,5.0,4.85714285714286,6.375,7.0,4.5,5.66666666666667,5.33333333333333,3.77777777777778,6.33333333333333,9,14,33,0.998222232026738,0.578654899193385,-0.144520922193313,0.37592627995265,1.50163301740708,2,2
63,64,1.0,1,18,61801.0,1,0,1,2,4.0,3.0,1,3.0,6.0,4.0,2.0,3.0,2.0,1,2,3,4,3,4,4.0,4,2.0,4,2,3,3.0,2.0,3,2,2,2.0,1,3,1.0,2.0,1.0,1.0,1.0,1.0,4,4.0,1.0,1.0,1.0,4,4,4,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,2,4,2.0,5.0,3.0,4,3.0,4.0,4,3.0,4,4,2,3.0,3,2.0,3,3.0,3.0,4.0,4,3.0,3,3,1.0,5.0,5,6,5.0,7,4,4,4,3.0,3,1.0,4,1.0,5.0,7.0,5.0,5.0,4.0,1.0,7.0,4.0,4.0,7.0,5.0,7.0,4,4.0,4.0,4,4,4.0,4.0,6,5,1.0,6.0,6.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,3.0,3.0,4.0,4.0,7.0,7,5.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0,2,0.0,2,2,2,0,2,2,2,2,0,2,0,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2,2,5,5,3.0,4.0,5.0,4.0,3.14285714285714,4.75,5.83333333333333,4.16666666666667,4.77777777777778,5.11111111111111,2.44444444444444,4.0,2,4,17,-1.50919522099838,-0.633575833021916,-0.4151560335683,-1.21729614032786,-0.993651426515053,1,1
64,65,1.0,2,19,60448.0,1,0,1,4,4.0,1.0,4,4.0,10.0,4.0,2.0,2.0,2.0,3,2,3,3,2,2,4.0,4,2.0,3,3,4,2.0,4.0,3,2,3,2.0,3,3,,3.0,3.0,,3.0,,2,3.0,,,3.0,3,2,3,4.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,,4.0,2.0,1,4,2.0,4.0,4.0,4,4.0,4.0,5,2.0,5,3,4,4.0,4,4.0,4,3.0,3.0,5.0,4,4.0,4,6,4.0,6.0,6,6,7.0,6,6,4,6,7.0,3,5.0,4,7.0,4.0,7.0,7.0,4.0,7.0,7.0,4.0,2.0,6.0,4.0,2.0,4.0,6,6.0,5.0,5,6,6.0,5.0,5,4,4.0,5.0,5.0,4.0,6.0,5.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,5.0,4.0,6.0,6,5.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4,3,4.0,3,3,4,3,4,3,3,4,4,3,4,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,2,2,4,5,4.0,6.0,4.0,3.0,3.85714285714286,5.5,6.16666666666667,4.33333333333333,4.88888888888889,4.55555555555556,6.11111111111111,5.0,23,21,33,-0.46443794890458,-0.482046991495003,-1.09174381200577,3.16406551544354,0.0757561923087199,0,0
65,66,4.0,1,20,60640.0,1,0,1,4,5.0,5.0,1,3.0,10.0,4.0,2.0,2.0,1.0,2,3,4,4,3,3,2.0,2,3.0,2,1,3,2.0,4.0,2,2,4,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,4,2.0,2.0,3.0,3.0,2,1,2,4.0,4.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,3,5,5.0,5.0,4.0,5,4.0,5.0,5,5.0,4,4,4,4.0,5,3.0,4,3.0,4.0,4.0,4,3.0,1,7,2.0,6.0,2,5,6.0,7,7,3,4,3.0,2,1.0,2,7.0,6.0,3.0,5.0,5.0,7.0,4.0,5.0,1.0,3.0,7.0,4.0,6.0,5,6.0,7.0,4,6,6.0,7.0,6,6,7.0,6.0,5.0,6.0,6.0,7.0,3.0,7.0,5.0,7.0,6.0,6.0,4.0,3.0,5.0,3.0,6.0,7,3.0,4.0,3.0,4.0,3.0,3.0,3.0,0.0,0,3,1.0,2,4,0,2,3,2,1,2,0,2,4,0.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7,7,7,6,2.0,7.0,5.0,3.0,4.0,5.875,6.5,2.5,4.88888888888889,5.66666666666667,4.22222222222222,6.0,4,14,28,-0.25548649448582,-0.482046991495003,0.261431744869168,0.907000420046153,1.14516381113249,2,2
66,67,4.0,2,22,61802.0,1,0,1,5,5.0,3.0,1,1.0,6.0,5.0,3.0,2.0,1.0,1,1,3,4,1,3,2.0,1,3.0,3,1,3,1.0,4.0,2,1,4,1.0,4,3,1.0,1.0,1.0,1.0,1.0,1.0,4,4.0,4.0,1.0,1.0,3,1,4,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,3,4,5.0,4.0,4.0,3,4.0,4.0,4,4.0,4,3,3,5.0,5,3.0,5,5.0,5.0,5.0,4,3.0,1,4,1.0,6.0,5,6,7.0,7,6,4,1,1.0,1,1.0,4,1.0,4.0,5.0,6.0,6.0,7.0,2.0,6.0,1.0,1.0,7.0,7.0,7.0,6,5.0,7.0,7,7,6.0,7.0,7,5,5.0,7.0,7.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,7,5.0,3.0,4.0,3.0,0.0,3.0,3.0,0.0,0,3,0.0,0,3,0,0,4,4,4,4,0,3,4,0.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,2,2,7,7,4.0,7.0,6.0,3.0,4.85714285714286,6.375,6.83333333333333,4.0,5.33333333333333,6.55555555555556,2.11111111111111,5.66666666666667,0,11,34,0.998222232026738,0.124068374612647,1.34397219036911,-1.61560174539799,0.788694604857902,1,1
67,68,4.0,2,26,61801.0,2,0,1,6,5.0,5.0,1,4.0,2.0,3.0,4.0,2.0,1.0,3,4,4,4,2,3,4.0,4,4.0,3,3,4,1.0,4.0,4,4,4,2.0,3,3,1.0,1.0,1.0,1.0,1.0,1.0,4,4.0,4.0,1.0,1.0,1,1,4,4.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,5,5,5.0,5.0,5.0,5,4.0,5.0,4,4.0,4,5,5,3.0,4,2.0,4,1.0,4.0,4.0,4,5.0,1,7,5.0,5.0,2,7,7.0,7,7,3,4,4.0,1,4.0,2,5.0,6.0,5.0,7.0,7.0,7.0,5.0,7.0,1.0,3.0,5.0,4.0,2.0,7,3.0,7.0,5,7,7.0,7.0,7,3,7.0,7.0,7.0,5.0,7.0,7.0,4.0,7.0,3.0,7.0,7.0,7.0,6.0,2.0,5.0,3.0,7.0,7,3.0,3.0,2.0,3.0,0.0,3.0,3.0,4.0,4,3,0.0,0,2,0,4,3,0,4,4,0,1,3,0.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,7.0,7,7,7,7,2.0,7.0,6.0,3.0,3.57142857142857,6.875,6.66666666666667,2.5,4.88888888888889,5.22222222222222,4.88888888888889,6.88888888888889,4,16,26,-0.882340857742099,-0.482046991495003,-0.279838477880806,1.70361163018641,2.09574836119807,2,2
68,69,4.0,1,20,60624.0,1,0,1,2,4.0,3.0,1,4.0,2.0,2.0,2.0,2.0,1.0,1,1,4,4,1,2,3.0,1,1.0,2,3,4,1.0,3.0,3,2,1,1.0,3,3,1.0,1.0,1.0,1.0,2.0,2.0,3,1.0,3.0,1.0,2.0,3,1,1,4.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,5,5,5.0,5.0,5.0,3,4.0,2.0,2,3.0,4,2,2,5.0,5,3.0,5,5.0,5.0,5.0,2,1.0,4,4,5.0,6.0,6,6,7.0,7,7,4,4,4.0,1,1.0,5,7.0,4.0,4.0,5.0,4.0,6.0,6.0,4.0,1.0,4.0,4.0,4.0,4.0,5,4.0,3.0,3,5,4.0,4.0,5,1,3.0,4.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,7.0,6,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3,3,2.0,4,4,3,3,2,2,4,3,1,2,3,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2,2,4,7,4.0,7.0,6.0,4.0,5.0,5.5,6.66666666666667,4.5,4.44444444444444,3.88888888888889,4.55555555555556,4.0,15,18,32,1.2071736864455,-1.08816235760265,-1.90364914613073,1.30530602511628,-0.993651426515053,0,0
69,70,4.0,2,23,45224.0,1,0,1,6,4.0,2.0,1,2.0,6.0,4.0,2.0,2.0,1.0,1,2,4,3,2,4,4.0,4,4.0,2,4,4,2.0,4.0,4,4,4,1.0,2,1,3.0,3.0,3.0,3.0,2.0,2.0,4,4.0,4.0,2.0,2.0,2,1,4,3.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,5,5,5.0,5.0,5.0,5,5.0,5.0,1,5.0,5,4,5,4.0,4,4.0,4,1.0,5.0,5.0,4,4.0,1,7,3.0,3.0,2,7,6.0,5,7,7,5,7.0,1,5.0,1,7.0,5.0,5.0,6.0,7.0,7.0,1.0,7.0,1.0,3.0,5.0,5.0,4.0,3,3.0,7.0,7,5,3.0,7.0,7,2,6.0,6.0,6.0,2.0,3.0,7.0,3.0,5.0,7.0,5.0,7.0,5.0,5.0,1.0,5.0,1.0,7.0,5,3.0,3.0,0.0,4.0,0.0,4.0,3.0,4.0,0,3,0.0,3,0,0,3,4,0,4,4,0,4,4,0.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2,2,7,7,3.0,7.0,7.0,3.0,4.0,6.625,5.5,2.16666666666667,5.0,5.33333333333333,5.0,5.11111111111111,0,17,30,-0.25548649448582,-0.330518149968091,-0.144520922193313,1.83638016520978,0.194579261066916,0,0
70,71,5.0,2,27,61821.0,1,0,0,6,5.0,4.0,2,4.0,10.0,3.0,3.0,3.0,2.0,1,2,3,4,3,3,2.0,2,2.0,3,4,3,2.0,2.0,4,4,3,1.0,2,3,3.0,3.0,3.0,3.0,2.0,2.0,3,3.0,4.0,2.0,2.0,4,1,3,4.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4,4,4.0,4.0,5.0,2,3.0,4.0,4,4.0,4,2,3,5.0,4,3.0,4,2.0,3.0,3.0,4,4.0,6,6,4.0,6.0,3,5,7.0,6,4,2,2,3.0,5,3.0,2,6.0,5.0,4.0,5.0,6.0,4.0,3.0,5.0,1.0,3.0,6.0,4.0,4.0,2,3.0,5.0,5,5,3.0,6.0,4,4,4.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,2.0,3.0,5.0,4.0,5.0,5.0,5.0,2.0,7.0,6,3.0,3.0,2.0,3.0,0.0,3.0,3.0,0.0,0,2,0.0,1,4,0,1,3,4,4,0,0,4,0,0.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2,2,2,3,3.0,7.0,3.0,3.0,3.71428571428571,4.0,6.5,2.66666666666667,3.44444444444444,4.44444444444444,3.77777777777778,4.33333333333333,0,6,31,-0.67338940332334,-2.45192193134487,-1.22706136769326,0.37592627995265,-0.637182220240463,0,0
71,72,5.0,2,28,72335.0,1,0,0,6,5.0,5.0,2,4.0,6.0,5.0,3.0,2.0,1.0,2,1,2,3,2,1,1.0,1,1.0,1,1,1,1.0,1.0,1,1,1,1.0,2,1,,1.0,1.0,,1.0,,2,2.0,,,1.0,1,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,,4.0,1.0,5,5,3.0,,4.0,5,3.0,4.0,3,4.0,4,2,3,4.0,4,3.0,4,5.0,3.0,5.0,3,4.0,4,5,3.0,,3,5,5.0,6,6,4,4,4.0,2,2.0,6,5.0,3.0,5.0,5.0,5.0,6.0,4.0,6.0,1.0,1.0,7.0,5.0,4.0,6,5.0,7.0,6,5,5.0,6.0,6,4,4.0,6.0,5.0,5.0,4.0,7.0,6.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,7.0,7,7.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,0,2,0.0,3,2,0,2,3,3,3,3,2,0,0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2,2,4,6,5.0,7.0,3.0,6.0,4.14285714285714,4.875,6.4,5.33333333333333,5.11111111111111,5.77777777777778,3.77777777777778,4.55555555555556,2,13,26,-0.0465350400670601,-0.178989308441179,0.39674930055666,0.37592627995265,-0.399536082724068,1,1
72,73,5.0,2,26,61821.0,2,3,0,1,2.0,2.0,4,2.0,1.0,2.0,2.0,2.0,1.0,1,1,3,1,1,1,3.0,1,1.0,3,1,1,3.0,3.0,3,3,1,1.0,1,3,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,3,1,1,4.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,4,4,2.0,4.0,4.0,3,2.0,4.0,3,4.0,4,2,2,4.0,4,2.0,4,4.0,4.0,3.0,4,2.0,7,2,2.0,6.0,6,7,7.0,7,2,5,2,2.0,2,2.0,6,2.0,2.0,5.0,2.0,5.0,6.0,1.0,1.0,1.0,1.0,6.0,5.0,2.0,6,7.0,,7,6,5.0,5.0,6,1,2.0,6.0,6.0,3.0,4.0,6.0,7.0,5.0,5.0,6.0,6.0,4.0,5.0,6.0,4.0,6.0,7.0,6,5.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,0.0,0,0,0,1,0,1,1,1,0,1,0,0.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2,2,1,6,6.0,7.0,2.0,4.0,3.85714285714286,4.0,6.66666666666667,5.5,4.88888888888889,4.875,2.22222222222222,4.66666666666667,1,3,5,-0.46443794890458,-0.482046991495003,-0.702705839404223,-1.48283321037461,-0.280713013965871,1,1
